category,latitude,longitude
food,26.2960073,50.2181768
supermarket,26.3124619,50.150735
supermarket,26.2671635,50.2138696
healthcare,26.2890179,50.2150476
food,26.2887121,50.2148833
food,26.2671268,50.6307654
food,26.2673998,50.6303591
supermarket,26.2679507,50.6294438
food,26.2685432,50.6284514
supermarket,26.2684545,50.6285557
food,26.2669754,50.6312569
food,26.2665013,50.6316353
food,26.2665079,50.6317041
food,26.266548,50.6317922
food,26.2665712,50.6318317
food,26.2665197,50.6320466
food,26.2664647,50.6321056
food,26.2661871,50.6317805
supermarket,26.266352,50.6322129
food,26.2656778,50.6334899
food,26.0492835,50.4981685
food,26.049232,50.4981683
food,26.2685887,50.2160958
food,26.2686028,50.2164025
food,26.2688689,50.2163896
food,26.2687968,50.2164366
food,26.2696649,50.2165642
food,26.2698546,50.2163424
food,26.2695033,50.2165087
food,26.2693701,50.2164792
food,26.1271883,50.5449375
food,26.0511293,50.4875614
food,26.0710865,50.5041765
healthcare,26.0629731,50.5071569
food,26.0526108,50.4889422
food,26.0526521,50.4888584
food,26.0526266,50.4889031
food,26.0484567,50.4980042
healthcare,26.2800143,50.6446812
food,26.2893339,50.2131303
food,26.3046367,50.2232978
food,26.170327,50.5403878
supermarket,26.2707058,50.6044878
food,26.2704716,50.604241
food,26.2714373,50.6044422
healthcare,26.1888123,50.5054358
food,26.1150272,50.5750149
healthcare,26.0053697,50.6228342
healthcare,26.2113969,50.6090562
supermarket,26.1654793,50.6146787
food,26.1426611,50.4946726
food,26.1413161,50.4982629
food,26.1395462,50.4921837
food,26.0976193,50.5483056
food,26.1518225,50.6127423
supermarket,26.1527506,50.6131192
healthcare,26.1526712,50.6130722
food,26.1358336,50.5280024
food,26.1357332,50.5282867
healthcare,26.2770882,50.6363907
healthcare,26.270937,50.6555138
healthcare,26.2841873,50.6402016
food,26.1483754,50.4875423
supermarket,26.0977979,50.5482053
supermarket,26.1830766,50.4814375
food,26.1312663,50.5580587
food,26.22614,50.6482921
school_all,26.2657592,50.601405
food,26.2338658,50.5376097
food,26.2321172,50.5396774
school_all,26.2252038,50.564329
school_all,26.2300259,50.5126152
school_all,26.2262776,50.5352209
school_all,26.2135879,50.5909736
school_all,26.2169322,50.5876566
healthcare,26.228,50.5650482
school_all,26.2329863,50.5900917
supermarket,26.2345691,50.5948219
school_all,26.2243469,50.5677864
school_all,26.2297278,50.5676286
supermarket,26.2286965,50.5622929
beach,25.8270978,50.6188555
beach,25.8384835,50.6103044
beach,25.8350637,50.6228701
beach,25.8353938,50.6096065
beach,25.8512774,50.6163953
beach,25.8441872,50.6216898
beach,25.8413496,50.6091877
beach,26.2455814,50.5397948
beach,26.2474577,50.5361314
beach,26.2468083,50.5356082
beach,26.2458787,50.5408303
beach,26.2468915,50.5378572
beach,26.2459063,50.5415145
beach,26.2479085,50.5350769
healthcare,26.2620789,50.6006538
beach,26.2442973,50.6021461
school_all,26.1650677,50.5474399
supermarket,26.2776249,50.6620182
school_all,26.2691805,50.6554376
school_all,26.2261313,50.5778625
supermarket,26.2298882,50.5813208
school_all,26.2500877,50.6170781
healthcare,26.2492271,50.6181334
school_all,26.2543218,50.6192091
school_all,26.2256928,50.5443337
school_all,26.2158307,50.575345
school_all,26.1384978,50.6015097
school_all,26.1649984,50.5633804
school_all,26.1664623,50.5643251
healthcare,26.1670811,50.5630351
school_all,26.1673886,50.6023745
school_all,26.1360075,50.6005667
school_all,26.1556594,50.6202649
school_all,26.1559016,50.6217529
school_all,26.1615949,50.6171226
school_all,26.1647773,50.612386
school_all,26.1598143,50.6122612
school_all,26.1694848,50.6073031
school_all,26.163975,50.6287997
school_all,26.155091,50.6188913
school_all,26.1278956,50.574702
healthcare,26.1395561,50.5996473
school_all,26.1585965,50.5425616
school_all,26.1622221,50.4715345
food,26.1579258,50.5426288
supermarket,26.1697664,50.5556335
supermarket,26.1712365,50.5534232
healthcare,26.1718819,50.5500537
school_all,26.1688147,50.5471135
school_all,26.1765462,50.547928
school_all,26.1816507,50.53982
healthcare,26.2194553,50.5261646
school_all,26.1627149,50.5687153
school_all,26.1620107,50.5696165
school_all,26.1803928,50.5511945
school_all,26.1823317,50.5477964
school_all,26.2101165,50.5920899
food,26.2950643,50.2232976
food,26.1476258,50.5253373
school_all,26.1513641,50.532076
food,26.1589938,50.5208741
food,26.1584592,50.5206441
food,26.1594601,50.5206874
food,26.158683,50.5206531
food,26.1593653,50.5207051
food,26.1594688,50.5204403
food,26.1581778,50.5205706
food,26.1588139,50.5208126
beach,26.205198,50.4483512
beach,26.2050452,50.4483518
beach,26.2045074,50.4478531
food,26.2355662,50.5716932
school_all,26.2255162,50.5196189
food,26.1136742,50.5768324
food,26.2345132,50.5952178
healthcare,26.2351916,50.5945351
healthcare,26.2342211,50.5960848
food,26.2404241,50.5425257
food,26.1177015,50.5696848
food,26.2128221,50.5878563
food,26.2393539,50.5388184
supermarket,26.1168995,50.571365
food,26.210249,50.5898852
food,26.2100025,50.5900684
food,26.2098626,50.5901738
food,26.2098046,50.5900763
food,26.2098991,50.5900059
school_all,26.2082282,50.6035291
food,26.2272419,50.5882687
food,26.2205596,50.5842853
supermarket,26.230605,50.507871
food,26.2305084,50.5080054
food,26.1209309,50.5698469
food,26.225643,50.58752
fitness,26.2334515,50.5915208
food,26.2327097,50.5920511
food,26.232532,50.5920437
food,26.2327638,50.5947391
school_all,26.2610926,50.6079791
school_all,26.2216747,50.4976406
supermarket,26.211305,50.6039197
supermarket,26.1870997,50.5378022
food,26.2320298,50.5723242
food,26.2151585,50.6000731
food,26.2209589,50.5029315
supermarket,26.2209695,50.5012519
food,26.2305321,50.5902664
supermarket,26.2294253,50.4804611
food,26.1209937,50.5690842
supermarket,26.2112148,50.605753
food,26.1265084,50.5900679
food,26.2114951,50.6059307
food,26.2114947,50.6058688
food,26.2114936,50.6058044
food,26.1272958,50.5895696
food,26.1271767,50.5899411
supermarket,26.1229585,50.5887439
food,26.2241312,50.5649282
food,26.2206239,50.5654205
food,26.2190852,50.566715
school_all,26.2178578,50.5279489
food,26.2058063,50.5501586
school_all,26.2296105,50.4777084
school_all,26.1013296,50.5623297
food,26.2291968,50.4801725
school_all,26.2184525,50.4842919
school_all,26.2309929,50.589444
healthcare,26.202446,50.5604066
food,26.2036442,50.5680491
healthcare,26.2089165,50.5671466
healthcare,26.2104695,50.5657622
school_all,26.2139101,50.4468012
food,26.2079207,50.5457909
supermarket,26.206856,50.5421952
food,26.2212001,50.5360978
supermarket,26.2226387,50.535668
food,26.204677,50.5413511
school_all,26.1925656,50.4866076
healthcare,26.2236899,50.5911449
food,26.221339,50.5894701
school_all,26.221221,50.5924062
school_all,26.2212307,50.594007
supermarket,26.2616356,50.6116459
food,26.1858387,50.5285471
supermarket,26.1796309,50.5288189
food,26.1795294,50.5325889
food,26.1759293,50.5228265
supermarket,26.2557729,50.613489
school_all,26.2525122,50.6136259
supermarket,26.2280739,50.595264
fitness,26.1897979,50.4861105
healthcare,26.2171145,50.6089975
food,26.2268137,50.5914022
food,26.2266845,50.5896215
healthcare,26.2138419,50.6115446
school_all,26.2220286,50.5428236
supermarket,26.2226162,50.5429467
food,26.2110912,50.4810643
food,26.1669166,50.5422435
food,26.167038,50.542269
food,26.1682379,50.5425607
supermarket,26.0983816,50.5438204
school_all,26.2406259,50.6563894
school_all,26.2156674,50.4973612
school_all,26.2342803,50.6547523
school_all,26.2343781,50.6529436
healthcare,26.2361218,50.6528807
healthcare,26.2450092,50.6523442
school_all,26.2059303,50.4589166
healthcare,26.2240703,50.5897121
school_all,26.2052057,50.5941214
supermarket,26.2058497,50.5953827
food,26.2052607,50.5962181
healthcare,26.2049099,50.5769616
supermarket,26.2170332,50.5176235
food,26.2051863,50.5962509
food,26.2051341,50.5962708
food,26.2049419,50.5963706
food,26.2050762,50.5962961
food,26.2049553,50.5959201
supermarket,26.2354097,50.5901634
food,26.2057982,50.5977256
food,26.2610166,50.612207
supermarket,26.2487093,50.6089317
supermarket,26.2458427,50.6120578
supermarket,26.2128436,50.5781201
healthcare,26.2113022,50.5759384
food,26.2101441,50.5752552
healthcare,26.2060956,50.5783462
food,26.2105107,50.5761303
healthcare,26.205234,50.5788991
supermarket,26.2073724,50.5759819
healthcare,26.2130866,50.5731878
healthcare,26.212969,50.5716303
healthcare,26.2129852,50.5709054
school_all,26.2461838,50.6097639
school_all,26.2542941,50.6126023
healthcare,26.2145929,50.5738118
healthcare,26.2160222,50.5683298
school_all,26.2594116,50.6188293
school_all,26.2616182,50.6163281
healthcare,26.252688,50.6089049
food,26.0525024,50.4879606
supermarket,26.0528103,50.4878727
supermarket,26.1867025,50.4655708
food,26.2175814,50.5878945
food,26.2186071,50.5103972
school_all,26.1854955,50.5824518
food,26.1824919,50.5831692
food,26.2259644,50.5540551
food,26.1244208,50.5794738
food,26.1271921,50.5789836
food,26.0504453,50.4987247
food,26.2668571,50.6159383
food,26.2673007,50.6159215
school_all,26.2696173,50.6158704
healthcare,26.1569733,50.6193631
healthcare,26.1582211,50.619201
supermarket,26.3061967,50.6251075
food,26.0946357,50.486834
food,26.0983509,50.4856617
food,26.1758806,50.6056121
food,26.1333669,50.557805
healthcare,26.1086197,50.4821869
food,26.2394599,50.6523383
food,26.1661208,50.6142044
food,26.1156048,50.481221
food,26.1154319,50.4812702
food,26.1333273,50.5999225
healthcare,26.2292199,50.5695664
food,26.2175962,50.5744122
school_all,26.225209,50.5836695
food,26.1158576,50.4814741
food,26.1242173,50.4774203
food,26.1258762,50.4772842
school_all,26.2620166,50.6091556
supermarket,26.1275617,50.5419578
healthcare,26.223293,50.5851912
school_all,26.2673967,50.6025846
healthcare,26.2722143,50.6052885
food,26.146884,50.4891133
food,26.1475683,50.4885024
food,26.1476254,50.4882935
food,26.2483142,50.6113453
food,26.1567279,50.5201141
food,26.2641072,50.6240686
food,26.258949,50.6279476
food,26.0581078,50.6172108
food,26.2704697,50.6523597
school_all,26.0991503,50.5042557
healthcare,26.1320985,50.4973688
school_all,26.2372127,50.6545687
food,26.2684594,50.6532021
school_all,26.2466844,50.6312265
food,26.1355248,50.5285839
food,26.1364157,50.55917
school_all,26.1304803,50.5672335
school_all,26.1344356,50.5598553
school_all,26.1351752,50.5593503
food,26.1371484,50.5590491
food,26.134519,50.5495522
food,26.2294537,50.5814986
fitness,26.2287993,50.5821473
healthcare,26.231139,50.5823785
food,26.1247229,50.5689812
food,26.2012283,50.561109
food,26.1654188,50.5461686
food,26.2929455,50.2228558
food,26.2840715,50.2203138
fitness,26.2436974,50.5915303
food,26.3319449,50.1511544
school_all,26.3335178,50.1506439
food,26.2860264,50.2203053
school_all,26.3315794,50.1527749
school_all,26.3318729,50.1539198
food,26.2952721,50.214831
school_all,26.3288566,50.151331
healthcare,26.2942786,50.2177825
food,26.2837429,50.2184537
food,26.293164,50.214953
school_all,26.3288131,50.1641439
food,26.3306167,50.1632137
beach,26.2830059,50.6665347
beach,26.2790642,50.6668105
healthcare,26.3758946,50.1928949
food,26.3729235,50.20098
school_all,26.1181903,50.5752636
school_all,26.1200896,50.5747232
healthcare,26.2787683,50.6649377
food,26.2774894,50.6651024
school_all,26.2768016,50.6662549
food,26.2788678,50.6697495
supermarket,26.3581762,50.1961161
food,26.307597,50.625913
food,26.3975419,50.1903937
beach,25.8320529,50.6043054
beach,25.8330079,50.6073591
beach,25.8276822,50.5906429
healthcare,26.4009911,50.2046651
supermarket,26.1509651,50.1605732
healthcare,26.2164267,50.5771966
school_all,26.2079698,50.5734533
food,26.1867709,50.3192633
food,26.1861493,50.3189459
school_all,26.1586102,50.5440974
school_all,26.3399895,50.1648182
food,26.3026449,50.2219391
food,26.1360316,50.5633636
beach,26.2977297,50.6641511
beach,26.2972356,50.6622079
healthcare,26.1363485,50.5673035
food,26.141015,50.5550822
food,26.1345376,50.5683673
fitness,26.20945,50.1946925
fitness,26.2094079,50.1950979
food,26.2182228,50.2081594
supermarket,26.2674595,50.2144268
healthcare,26.1348044,50.5579078
food,26.2746187,50.1900233
beach,25.978826,50.616574
beach,25.9762583,50.615301
beach,25.9756065,50.6149719
beach,25.9731305,50.6138914
food,26.3033288,50.2237964
healthcare,26.2085463,50.6007099
food,26.3056549,50.227335
healthcare,26.2999527,50.1902446
supermarket,26.0365808,50.5353196
food,26.1822828,50.3302166
school_all,26.2050005,50.5909661
fitness,26.2046955,50.5919337
healthcare,26.0940069,50.5484052
healthcare,26.2195419,50.6146735
healthcare,26.1362759,50.5248678
food,26.3005665,50.1832069
food,26.2834457,50.2196738
food,26.2829127,50.2197118
food,26.2837697,50.2198653
food,26.3347731,50.2259481
food,26.3247227,50.2277905
food,26.3231624,50.2286634
food,26.2980379,50.224195
school_all,26.1219298,50.563075
school_all,26.117893,50.5638217
school_all,26.1186399,50.5638024
food,26.3374376,50.2017572
food,26.2870475,50.197975
healthcare,25.4385309,50.8583863
healthcare,26.3298404,50.1621838
food,26.1631085,50.5536475
school_all,26.1587757,50.5389447
school_all,26.1586425,50.5409636
food,26.0492896,50.4984442
food,26.0495773,50.4984443
food,26.0491942,50.4988002
beach,26.1065068,50.4697173
fitness,26.2543886,50.2092634
school_all,26.2583454,50.2125595
school_all,26.2610664,50.2130694
school_all,26.2560866,50.2099909
school_all,26.2605325,50.2086084
school_all,26.2573103,50.2043752
food,26.2374877,50.5737854
school_all,26.2077454,50.5581118
school_all,26.2086298,50.559133
healthcare,26.2131544,50.5747233
school_all,26.2152209,50.5793756
food,26.2146512,50.586392
beach,26.2580024,50.5785891
school_all,26.2587609,50.608249
school_all,26.2455876,50.6176514
food,26.2949034,50.2109253
food,26.2955948,50.2098991
food,26.2915176,50.2191864
food,26.2951916,50.2120038
food,26.2982946,50.2098852
supermarket,26.2980049,50.2109406
supermarket,26.2821637,50.2147353
food,26.2832324,50.1978784
healthcare,26.2844301,50.1979598
food,26.3228272,50.2183851
food,26.2834452,50.1971652
food,26.3008027,50.2007749
school_all,26.2580236,50.6312314
school_all,26.2737458,50.6538394
healthcare,26.2799699,50.6300268
school_all,26.2764774,50.6387249
food,26.2694672,50.1894396
food,26.2918207,50.2069564
healthcare,26.3353918,50.1914997
healthcare,26.3601455,50.229998
healthcare,26.2684623,50.601801
school_all,26.2683994,50.6025608
food,26.2200887,50.6043754
beach,26.0527028,50.4830037
supermarket,26.2278301,50.5954697
beach,26.2290416,50.6003597
food,26.232854,50.5991022
beach,26.0921175,50.4789305
beach,26.0953527,50.4785258
fitness,26.293721,50.6586123
food,26.2934045,50.659003
food,26.2936243,50.6587619
beach,26.1288291,50.6571427
beach,26.1287331,50.6577292
beach,26.1289357,50.6579993
beach,26.1301565,50.6575733
beach,26.130752,50.6575874
beach,26.131685,50.6571675
beach,26.1311226,50.6566947
beach,26.130561,50.6560727
beach,26.130211,50.6568702
beach,26.129345,50.6571321
healthcare,26.3029618,50.1997375
food,26.1202116,50.5677886
food,26.3187637,50.2233131
supermarket,26.062517,50.506027
school_all,26.1935164,50.53815
food,26.2132467,50.5920264
food,26.2136613,50.5919365
food,26.21372,50.5922515
food,26.2141422,50.5915113
food,26.2130915,50.5916761
food,26.0508227,50.4987726
food,26.0506344,50.4987754
food,26.0499962,50.4991858
food,26.0508248,50.4989404
food,26.0531458,50.4875726
healthcare,26.0627403,50.5059964
food,25.4235177,50.7868714
healthcare,26.0491235,50.49217
school_all,26.1553983,50.5214046
school_all,26.1528791,50.5239475
school_all,26.1519993,50.5758892
school_all,26.132927,50.6126553
school_all,26.0708237,50.5194041
school_all,26.2262137,50.5341687
