iter	MAE
2908	0.05659438774
2909	0.05658737722
2910	0.05657980981
2911	0.05657732116
2912	0.05657472353
2913	0.05656065815
2914	0.05655894775
2915	0.05654485717
2916	0.05652716573
2917	0.05652574741
2918	0.05652035424
2919	0.05651379845
2920	0.05651197813
2921	0.05650840994
2922	0.05650634566
2923	0.05649900746
2924	0.05649781473
2925	0.05649773894
2926	0.05649700519
2927	0.05649331552
2928	0.05649012156
2929	0.05648868938
2930	0.05647517539
2931	0.05646971201
2932	0.05646711412
2933	0.05645922938
2934	0.05645016985
2935	0.05644095596
2936	0.0564385663
2937	0.05642908441
2938	0.05641885394
2939	0.05640510915
2940	0.05640157278
2941	0.05638438812
2942	0.05637221797
2943	0.05637023409
2944	0.05636436321
2945	0.05636119412
2946	0.05635026991
2947	0.05634404694
2948	0.05634069136
2949	0.05633927965
2950	0.05632546863
2951	0.05631754189
2952	0.05631102447
2953	0.05630049855
2954	0.05629841987
2955	0.05628652711
2956	0.05628399806
2957	0.05626579411
2958	0.05625283717
2959	0.05625034547
2960	0.0562215539
2961	0.05621847887
2962	0.05621040833
2963	0.05620461405
2964	0.05619298398
2965	0.05618585409
2966	0.05618147759
2967	0.05618050285
2968	0.05617217764
2969	0.05614768493
2970	0.05614133664
2971	0.05613680337
2972	0.05613176602
2973	0.05612876679
2974	0.05611289828
2975	0.05609806604
2976	0.05609276035
2977	0.05608790273
2978	0.05607540539
2979	0.05606667202
2980	0.05605178935
2981	0.05604665829
2982	0.05604159965
2983	0.05601999652
2984	0.05601443136
2985	0.05600320152
2986	0.05599666541
2987	0.05599301615
2988	0.0559796332
2989	0.05597228483
2990	0.05596643886
2991	0.05594687761
2992	0.05594462823
2993	0.05594040187
2994	0.05593577196
2995	0.05592866993
2996	0.05592698489
2997	0.0559219883
2998	0.05591545732
2999	0.05591260863
